
> gildedtros@1.0.0 prestart
> npm run build


> gildedtros@1.0.0 build
> tsc


> gildedtros@1.0.0 start
> node dist/test/text-test-fixture.js 500

AXXES CODE KATA - GILDED TROS
-------- day 0 --------
name, sellIn, quality
Duplicate Code, -441, 0
Long Methods, -441, 0
Ugly Variable Names, -441, 0

-------- day 445 --------
name, sellIn, quality
Ring of Cleansening Code, -435, 0
Good Wine, -443, 50
Elixir of the SOLID, -440, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -430, 0
Backstage passes for Re:Factor, -435, 0
Backstage passes for HAXX, -440, 0
Duplicate Code, -442, 0
Long Methods, -442, 0
Ugly Variable Names, -442, 0

-------- day 446 --------
name, sellIn, quality
Ring of Cleansening Code, -436, 0
Good Wine, -444, 50
Elixir of the SOLID, -441, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -431, 0
Backstage passes for Re:Factor, -436, 0
Backstage passes for HAXX, -441, 0
Duplicate Code, -443, 0
Long Methods, -443, 0
Ugly Variable Names, -443, 0

-------- day 447 --------
name, sellIn, quality
Ring of Cleansening Code, -437, 0
Good Wine, -445, 50
Elixir of the SOLID, -442, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -432, 0
Backstage passes for Re:Factor, -437, 0
Backstage passes for HAXX, -442, 0
Duplicate Code, -444, 0
Long Methods, -444, 0
Ugly Variable Names, -444, 0

-------- day 448 --------
name, sellIn, quality
Ring of Cleansening Code, -438, 0
Good Wine, -446, 50
Elixir of the SOLID, -443, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -433, 0
Backstage passes for Re:Factor, -438, 0
Backstage passes for HAXX, -443, 0
Duplicate Code, -445, 0
Long Methods, -445, 0
Ugly Variable Names, -445, 0

-------- day 449 --------
name, sellIn, quality
Ring of Cleansening Code, -439, 0
Good Wine, -447, 50
Elixir of the SOLID, -444, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -434, 0
Backstage passes for Re:Factor, -439, 0
Backstage passes for HAXX, -444, 0
Duplicate Code, -446, 0
Long Methods, -446, 0
Ugly Variable Names, -446, 0

-------- day 450 --------
name, sellIn, quality
Ring of Cleansening Code, -440, 0
Good Wine, -448, 50
Elixir of the SOLID, -445, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -435, 0
Backstage passes for Re:Factor, -440, 0
Backstage passes for HAXX, -445, 0
Duplicate Code, -447, 0
Long Methods, -447, 0
Ugly Variable Names, -447, 0

-------- day 451 --------
name, sellIn, quality
Ring of Cleansening Code, -441, 0
Good Wine, -449, 50
Elixir of the SOLID, -446, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -436, 0
Backstage passes for Re:Factor, -441, 0
Backstage passes for HAXX, -446, 0
Duplicate Code, -448, 0
Long Methods, -448, 0
Ugly Variable Names, -448, 0

-------- day 452 --------
name, sellIn, quality
Ring of Cleansening Code, -442, 0
Good Wine, -450, 50
Elixir of the SOLID, -447, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -437, 0
Backstage passes for Re:Factor, -442, 0
Backstage passes for HAXX, -447, 0
Duplicate Code, -449, 0
Long Methods, -449, 0
Ugly Variable Names, -449, 0

-------- day 453 --------
name, sellIn, quality
Ring of Cleansening Code, -443, 0
Good Wine, -451, 50
Elixir of the SOLID, -448, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -438, 0
Backstage passes for Re:Factor, -443, 0
Backstage passes for HAXX, -448, 0
Duplicate Code, -450, 0
Long Methods, -450, 0
Ugly Variable Names, -450, 0

-------- day 454 --------
name, sellIn, quality
Ring of Cleansening Code, -444, 0
Good Wine, -452, 50
Elixir of the SOLID, -449, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -439, 0
Backstage passes for Re:Factor, -444, 0
Backstage passes for HAXX, -449, 0
Duplicate Code, -451, 0
Long Methods, -451, 0
Ugly Variable Names, -451, 0

-------- day 455 --------
name, sellIn, quality
Ring of Cleansening Code, -445, 0
Good Wine, -453, 50
Elixir of the SOLID, -450, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -440, 0
Backstage passes for Re:Factor, -445, 0
Backstage passes for HAXX, -450, 0
Duplicate Code, -452, 0
Long Methods, -452, 0
Ugly Variable Names, -452, 0

-------- day 456 --------
name, sellIn, quality
Ring of Cleansening Code, -446, 0
Good Wine, -454, 50
Elixir of the SOLID, -451, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -441, 0
Backstage passes for Re:Factor, -446, 0
Backstage passes for HAXX, -451, 0
Duplicate Code, -453, 0
Long Methods, -453, 0
Ugly Variable Names, -453, 0

-------- day 457 --------
name, sellIn, quality
Ring of Cleansening Code, -447, 0
Good Wine, -455, 50
Elixir of the SOLID, -452, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -442, 0
Backstage passes for Re:Factor, -447, 0
Backstage passes for HAXX, -452, 0
Duplicate Code, -454, 0
Long Methods, -454, 0
Ugly Variable Names, -454, 0

-------- day 458 --------
name, sellIn, quality
Ring of Cleansening Code, -448, 0
Good Wine, -456, 50
Elixir of the SOLID, -453, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -443, 0
Backstage passes for Re:Factor, -448, 0
Backstage passes for HAXX, -453, 0
Duplicate Code, -455, 0
Long Methods, -455, 0
Ugly Variable Names, -455, 0

-------- day 459 --------
name, sellIn, quality
Ring of Cleansening Code, -449, 0
Good Wine, -457, 50
Elixir of the SOLID, -454, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -444, 0
Backstage passes for Re:Factor, -449, 0
Backstage passes for HAXX, -454, 0
Duplicate Code, -456, 0
Long Methods, -456, 0
Ugly Variable Names, -456, 0

-------- day 460 --------
name, sellIn, quality
Ring of Cleansening Code, -450, 0
Good Wine, -458, 50
Elixir of the SOLID, -455, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -445, 0
Backstage passes for Re:Factor, -450, 0
Backstage passes for HAXX, -455, 0
Duplicate Code, -457, 0
Long Methods, -457, 0
Ugly Variable Names, -457, 0

-------- day 461 --------
name, sellIn, quality
Ring of Cleansening Code, -451, 0
Good Wine, -459, 50
Elixir of the SOLID, -456, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -446, 0
Backstage passes for Re:Factor, -451, 0
Backstage passes for HAXX, -456, 0
Duplicate Code, -458, 0
Long Methods, -458, 0
Ugly Variable Names, -458, 0

-------- day 462 --------
name, sellIn, quality
Ring of Cleansening Code, -452, 0
Good Wine, -460, 50
Elixir of the SOLID, -457, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -447, 0
Backstage passes for Re:Factor, -452, 0
Backstage passes for HAXX, -457, 0
Duplicate Code, -459, 0
Long Methods, -459, 0
Ugly Variable Names, -459, 0

-------- day 463 --------
name, sellIn, quality
Ring of Cleansening Code, -453, 0
Good Wine, -461, 50
Elixir of the SOLID, -458, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -448, 0
Backstage passes for Re:Factor, -453, 0
Backstage passes for HAXX, -458, 0
Duplicate Code, -460, 0
Long Methods, -460, 0
Ugly Variable Names, -460, 0

-------- day 464 --------
name, sellIn, quality
Ring of Cleansening Code, -454, 0
Good Wine, -462, 50
Elixir of the SOLID, -459, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -449, 0
Backstage passes for Re:Factor, -454, 0
Backstage passes for HAXX, -459, 0
Duplicate Code, -461, 0
Long Methods, -461, 0
Ugly Variable Names, -461, 0

-------- day 465 --------
name, sellIn, quality
Ring of Cleansening Code, -455, 0
Good Wine, -463, 50
Elixir of the SOLID, -460, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -450, 0
Backstage passes for Re:Factor, -455, 0
Backstage passes for HAXX, -460, 0
Duplicate Code, -462, 0
Long Methods, -462, 0
Ugly Variable Names, -462, 0

-------- day 466 --------
name, sellIn, quality
Ring of Cleansening Code, -456, 0
Good Wine, -464, 50
Elixir of the SOLID, -461, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -451, 0
Backstage passes for Re:Factor, -456, 0
Backstage passes for HAXX, -461, 0
Duplicate Code, -463, 0
Long Methods, -463, 0
Ugly Variable Names, -463, 0

-------- day 467 --------
name, sellIn, quality
Ring of Cleansening Code, -457, 0
Good Wine, -465, 50
Elixir of the SOLID, -462, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -452, 0
Backstage passes for Re:Factor, -457, 0
Backstage passes for HAXX, -462, 0
Duplicate Code, -464, 0
Long Methods, -464, 0
Ugly Variable Names, -464, 0

-------- day 468 --------
name, sellIn, quality
Ring of Cleansening Code, -458, 0
Good Wine, -466, 50
Elixir of the SOLID, -463, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -453, 0
Backstage passes for Re:Factor, -458, 0
Backstage passes for HAXX, -463, 0
Duplicate Code, -465, 0
Long Methods, -465, 0
Ugly Variable Names, -465, 0

-------- day 469 --------
name, sellIn, quality
Ring of Cleansening Code, -459, 0
Good Wine, -467, 50
Elixir of the SOLID, -464, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -454, 0
Backstage passes for Re:Factor, -459, 0
Backstage passes for HAXX, -464, 0
Duplicate Code, -466, 0
Long Methods, -466, 0
Ugly Variable Names, -466, 0

-------- day 470 --------
name, sellIn, quality
Ring of Cleansening Code, -460, 0
Good Wine, -468, 50
Elixir of the SOLID, -465, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -455, 0
Backstage passes for Re:Factor, -460, 0
Backstage passes for HAXX, -465, 0
Duplicate Code, -467, 0
Long Methods, -467, 0
Ugly Variable Names, -467, 0

-------- day 471 --------
name, sellIn, quality
Ring of Cleansening Code, -461, 0
Good Wine, -469, 50
Elixir of the SOLID, -466, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -456, 0
Backstage passes for Re:Factor, -461, 0
Backstage passes for HAXX, -466, 0
Duplicate Code, -468, 0
Long Methods, -468, 0
Ugly Variable Names, -468, 0

-------- day 472 --------
name, sellIn, quality
Ring of Cleansening Code, -462, 0
Good Wine, -470, 50
Elixir of the SOLID, -467, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -457, 0
Backstage passes for Re:Factor, -462, 0
Backstage passes for HAXX, -467, 0
Duplicate Code, -469, 0
Long Methods, -469, 0
Ugly Variable Names, -469, 0

-------- day 473 --------
name, sellIn, quality
Ring of Cleansening Code, -463, 0
Good Wine, -471, 50
Elixir of the SOLID, -468, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -458, 0
Backstage passes for Re:Factor, -463, 0
Backstage passes for HAXX, -468, 0
Duplicate Code, -470, 0
Long Methods, -470, 0
Ugly Variable Names, -470, 0

-------- day 474 --------
name, sellIn, quality
Ring of Cleansening Code, -464, 0
Good Wine, -472, 50
Elixir of the SOLID, -469, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -459, 0
Backstage passes for Re:Factor, -464, 0
Backstage passes for HAXX, -469, 0
Duplicate Code, -471, 0
Long Methods, -471, 0
Ugly Variable Names, -471, 0

-------- day 475 --------
name, sellIn, quality
Ring of Cleansening Code, -465, 0
Good Wine, -473, 50
Elixir of the SOLID, -470, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -460, 0
Backstage passes for Re:Factor, -465, 0
Backstage passes for HAXX, -470, 0
Duplicate Code, -472, 0
Long Methods, -472, 0
Ugly Variable Names, -472, 0

-------- day 476 --------
name, sellIn, quality
Ring of Cleansening Code, -466, 0
Good Wine, -474, 50
Elixir of the SOLID, -471, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -461, 0
Backstage passes for Re:Factor, -466, 0
Backstage passes for HAXX, -471, 0
Duplicate Code, -473, 0
Long Methods, -473, 0
Ugly Variable Names, -473, 0

-------- day 477 --------
name, sellIn, quality
Ring of Cleansening Code, -467, 0
Good Wine, -475, 50
Elixir of the SOLID, -472, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -462, 0
Backstage passes for Re:Factor, -467, 0
Backstage passes for HAXX, -472, 0
Duplicate Code, -474, 0
Long Methods, -474, 0
Ugly Variable Names, -474, 0

-------- day 478 --------
name, sellIn, quality
Ring of Cleansening Code, -468, 0
Good Wine, -476, 50
Elixir of the SOLID, -473, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -463, 0
Backstage passes for Re:Factor, -468, 0
Backstage passes for HAXX, -473, 0
Duplicate Code, -475, 0
Long Methods, -475, 0
Ugly Variable Names, -475, 0

-------- day 479 --------
name, sellIn, quality
Ring of Cleansening Code, -469, 0
Good Wine, -477, 50
Elixir of the SOLID, -474, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -464, 0
Backstage passes for Re:Factor, -469, 0
Backstage passes for HAXX, -474, 0
Duplicate Code, -476, 0
Long Methods, -476, 0
Ugly Variable Names, -476, 0

-------- day 480 --------
name, sellIn, quality
Ring of Cleansening Code, -470, 0
Good Wine, -478, 50
Elixir of the SOLID, -475, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -465, 0
Backstage passes for Re:Factor, -470, 0
Backstage passes for HAXX, -475, 0
Duplicate Code, -477, 0
Long Methods, -477, 0
Ugly Variable Names, -477, 0

-------- day 481 --------
name, sellIn, quality
Ring of Cleansening Code, -471, 0
Good Wine, -479, 50
Elixir of the SOLID, -476, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -466, 0
Backstage passes for Re:Factor, -471, 0
Backstage passes for HAXX, -476, 0
Duplicate Code, -478, 0
Long Methods, -478, 0
Ugly Variable Names, -478, 0

-------- day 482 --------
name, sellIn, quality
Ring of Cleansening Code, -472, 0
Good Wine, -480, 50
Elixir of the SOLID, -477, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -467, 0
Backstage passes for Re:Factor, -472, 0
Backstage passes for HAXX, -477, 0
Duplicate Code, -479, 0
Long Methods, -479, 0
Ugly Variable Names, -479, 0

-------- day 483 --------
name, sellIn, quality
Ring of Cleansening Code, -473, 0
Good Wine, -481, 50
Elixir of the SOLID, -478, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -468, 0
Backstage passes for Re:Factor, -473, 0
Backstage passes for HAXX, -478, 0
Duplicate Code, -480, 0
Long Methods, -480, 0
Ugly Variable Names, -480, 0

-------- day 484 --------
name, sellIn, quality
Ring of Cleansening Code, -474, 0
Good Wine, -482, 50
Elixir of the SOLID, -479, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -469, 0
Backstage passes for Re:Factor, -474, 0
Backstage passes for HAXX, -479, 0
Duplicate Code, -481, 0
Long Methods, -481, 0
Ugly Variable Names, -481, 0

-------- day 485 --------
name, sellIn, quality
Ring of Cleansening Code, -475, 0
Good Wine, -483, 50
Elixir of the SOLID, -480, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -470, 0
Backstage passes for Re:Factor, -475, 0
Backstage passes for HAXX, -480, 0
Duplicate Code, -482, 0
Long Methods, -482, 0
Ugly Variable Names, -482, 0

-------- day 486 --------
name, sellIn, quality
Ring of Cleansening Code, -476, 0
Good Wine, -484, 50
Elixir of the SOLID, -481, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -471, 0
Backstage passes for Re:Factor, -476, 0
Backstage passes for HAXX, -481, 0
Duplicate Code, -483, 0
Long Methods, -483, 0
Ugly Variable Names, -483, 0

-------- day 487 --------
name, sellIn, quality
Ring of Cleansening Code, -477, 0
Good Wine, -485, 50
Elixir of the SOLID, -482, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -472, 0
Backstage passes for Re:Factor, -477, 0
Backstage passes for HAXX, -482, 0
Duplicate Code, -484, 0
Long Methods, -484, 0
Ugly Variable Names, -484, 0

-------- day 488 --------
name, sellIn, quality
Ring of Cleansening Code, -478, 0
Good Wine, -486, 50
Elixir of the SOLID, -483, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -473, 0
Backstage passes for Re:Factor, -478, 0
Backstage passes for HAXX, -483, 0
Duplicate Code, -485, 0
Long Methods, -485, 0
Ugly Variable Names, -485, 0

-------- day 489 --------
name, sellIn, quality
Ring of Cleansening Code, -479, 0
Good Wine, -487, 50
Elixir of the SOLID, -484, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -474, 0
Backstage passes for Re:Factor, -479, 0
Backstage passes for HAXX, -484, 0
Duplicate Code, -486, 0
Long Methods, -486, 0
Ugly Variable Names, -486, 0

-------- day 490 --------
name, sellIn, quality
Ring of Cleansening Code, -480, 0
Good Wine, -488, 50
Elixir of the SOLID, -485, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -475, 0
Backstage passes for Re:Factor, -480, 0
Backstage passes for HAXX, -485, 0
Duplicate Code, -487, 0
Long Methods, -487, 0
Ugly Variable Names, -487, 0

-------- day 491 --------
name, sellIn, quality
Ring of Cleansening Code, -481, 0
Good Wine, -489, 50
Elixir of the SOLID, -486, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -476, 0
Backstage passes for Re:Factor, -481, 0
Backstage passes for HAXX, -486, 0
Duplicate Code, -488, 0
Long Methods, -488, 0
Ugly Variable Names, -488, 0

-------- day 492 --------
name, sellIn, quality
Ring of Cleansening Code, -482, 0
Good Wine, -490, 50
Elixir of the SOLID, -487, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -477, 0
Backstage passes for Re:Factor, -482, 0
Backstage passes for HAXX, -487, 0
Duplicate Code, -489, 0
Long Methods, -489, 0
Ugly Variable Names, -489, 0

-------- day 493 --------
name, sellIn, quality
Ring of Cleansening Code, -483, 0
Good Wine, -491, 50
Elixir of the SOLID, -488, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -478, 0
Backstage passes for Re:Factor, -483, 0
Backstage passes for HAXX, -488, 0
Duplicate Code, -490, 0
Long Methods, -490, 0
Ugly Variable Names, -490, 0

-------- day 494 --------
name, sellIn, quality
Ring of Cleansening Code, -484, 0
Good Wine, -492, 50
Elixir of the SOLID, -489, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -479, 0
Backstage passes for Re:Factor, -484, 0
Backstage passes for HAXX, -489, 0
Duplicate Code, -491, 0
Long Methods, -491, 0
Ugly Variable Names, -491, 0

-------- day 495 --------
name, sellIn, quality
Ring of Cleansening Code, -485, 0
Good Wine, -493, 50
Elixir of the SOLID, -490, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -480, 0
Backstage passes for Re:Factor, -485, 0
Backstage passes for HAXX, -490, 0
Duplicate Code, -492, 0
Long Methods, -492, 0
Ugly Variable Names, -492, 0

-------- day 496 --------
name, sellIn, quality
Ring of Cleansening Code, -486, 0
Good Wine, -494, 50
Elixir of the SOLID, -491, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -481, 0
Backstage passes for Re:Factor, -486, 0
Backstage passes for HAXX, -491, 0
Duplicate Code, -493, 0
Long Methods, -493, 0
Ugly Variable Names, -493, 0

-------- day 497 --------
name, sellIn, quality
Ring of Cleansening Code, -487, 0
Good Wine, -495, 50
Elixir of the SOLID, -492, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -482, 0
Backstage passes for Re:Factor, -487, 0
Backstage passes for HAXX, -492, 0
Duplicate Code, -494, 0
Long Methods, -494, 0
Ugly Variable Names, -494, 0

-------- day 498 --------
name, sellIn, quality
